('B20C4F1B162D430C', [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4])
('0174018F3B1A3F5F', [2, 4, 3, 3, 2, 2, 2, 1, 2, 4, 2, 4, 2, 2, 2, 4, 2, 2, 2, 4, 2, 4, 3, 4, 3, 2, 4, 4, 2, 4, 2, 2, 2, 4, 5, 2, 2, 2, 2, 4, 5, 2, 2, 4, 3, 2, 2, 2, 2, 2, 3, 4, 2, 2, 3, 4, 3, 2, 3, 3, 2, 2, 2, 2])
('F0B5F20AC6B02E4A', [1, 2, 2, 2, 1, 2, 1, 2, 5, 4, 4, 2, 3, 2, 1, 2, 1, 2, 2, 2, 5, 5, 3, 2, 2, 2, 5, 2, 2, 2, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 5, 2, 1, 2, 2, 2, 0, 0, 2, 2, 0, 2])
('05D1FE3F4A1D5CEA', [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('7BA9128D5A358FCE', [5, 5, 5, 0, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 0, 3, 0, 3, 0, 5, 0, 0, 0, 0, 0, 0, 5, 3, 0, 3, 0, 0, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0, 3, 3, 5, 5, 5, 3, 0, 3, 0, 0, 3, 3, 0, 3, 5, 0])
('03895F2C845CDBFF', [2, 5, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 5, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3])
('9CB19C34D02BCA4F', [3, 3, 3, 3, 3, 2, 5, 3, 3, 3, 5, 3, 5, 3, 0, 3, 0, 0, 3, 0, 2, 3, 3, 3, 3, 3, 2, 3, 3, 3, 2, 0, 0, 3, 3, 3, 2, 2, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 2, 2, 5, 5, 3, 3, 3, 3, 3, 3, 5, 3, 3, 2, 3, 3])
('CF2D749706DDABC2', [2, 0, 2, 0, 6, 3, 6, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 6, 0, 2, 2, 2, 6, 2, 6, 2, 6, 6, 0, 2, 2, 6, 2, 2, 2, 6, 6, 1, 2, 2, 3, 2, 2, 2, 3, 6, 1, 2, 2, 2, 2, 0, 0, 6, 0, 2, 2, 2, 2, 2, 2, 2, 2])
('A01E3A04BB2F0989', [3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 5, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 3, 3, 5, 3, 1, 1, 1, 1, 3, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('9C13E8F4ADCA11D3', [5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 0, 0, 5, 5, 5, 5, 1, 1, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 1, 5, 5, 5, 5, 5, 5, 5, 0, 0, 5, 5, 5, 5, 5, 5, 3, 5, 5, 5, 5, 5, 0, 5, 5, 5, 0, 0, 1, 1, 5, 5, 0, 0, 0, 0])
('4C9BADC1E986D2C8', [2, 1, 3, 3, 2, 3, 3, 3, 1, 1, 2, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 2, 4, 3, 3, 3, 3, 1, 1, 3, 3, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3])
('E7C9F0A4178A765A', [2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 4, 4, 1, 4, 4, 4, 4, 2, 4, 2, 4, 4, 2, 2, 1, 2, 4, 4, 2, 4, 2, 2, 2, 2, 4, 4, 2, 2, 4, 4, 2, 2, 2, 2, 4, 2, 4, 2, 2, 4, 2, 4, 4, 4, 2, 2, 2, 2])
('0DDA3C640326115C', [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 5, 3, 3, 1, 1, 4, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('104E559538FC8C0D', [1, 1, 4, 1, 1, 1, 1, 1, 4, 4, 1, 1, 3, 3, 4, 1, 4, 1, 1, 4, 3, 3, 1, 1, 1, 1, 4, 1, 4, 4, 4, 3, 4, 1, 4, 4, 4, 4, 4, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('A2FF533730AD840E', [3, 3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0])
('1B394C868FF68108', [2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 2, 2, 2, 4, 4, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 2, 4, 4, 4, 4, 4, 3, 4, 2, 4, 4, 4, 4, 4, 4, 4])
('EDB86BB956709795', [4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4])
('E4EC6393BB492769', [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3])
('DA23ED25C1A9789B', [2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 2, 2, 1, 3, 2, 2, 2, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2])
('9B06B0E0E7357A22', [3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('8E6E0519543D41E2', [1, 6, 4, 4, 1, 6, 6, 6, 4, 2, 6, 6, 6, 6, 1, 1, 6, 6, 1, 4, 1, 1, 1, 6, 1, 6, 2, 2, 6, 6, 6, 6, 1, 6, 6, 5, 6, 6, 6, 6, 1, 1, 1, 1, 6, 6, 6, 6, 6, 2, 4, 2, 5, 6, 6, 6, 1, 6, 1, 6, 1, 1, 1, 1])
('53EED3B45BE4EA64', [1, 2, 3, 3, 6, 3, 6, 3, 2, 2, 2, 2, 6, 1, 6, 4, 6, 1, 6, 1, 0, 1, 6, 1, 6, 1, 1, 2, 6, 1, 6, 2, 6, 1, 6, 1, 1, 1, 6, 1, 1, 1, 0, 1, 4, 4, 6, 0, 1, 1, 2, 2, 6, 4, 6, 1, 6, 1, 1, 1, 0, 1, 2, 2])
('D10F0343FA74B6', [2, 2, 3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 4, 3, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 4, 2, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 3, 4, 3, 3, 3, 2, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3])
('7F56D8BFAF3303EC', [2, 4, 4, 3, 4, 4, 2, 2, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 2, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 2, 4, 4, 4, 4, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 2, 4, 4, 4, 2, 4, 2, 4, 4, 4, 2, 2, 4, 4])
('2D48658754EFA0BC', [1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('F92C00DEEE799A42', [2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2])
('FF74AF4441E90C03', [1, 0, 0, 0, 1, 0, 4, 0, 0, 0, 1, 5, 0, 4, 1, 1, 4, 1, 1, 0, 4, 4, 4, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 4, 1, 1, 1, 1, 1, 5, 1, 0, 4, 0, 1, 0, 0, 0, 1, 1, 4, 4, 0, 0, 0, 0, 4, 4, 1, 4, 1, 1])
('B1D4373A1C719FD1', [3, 3, 3, 3, 0, 5, 2, 3, 3, 3, 3, 3, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 5, 5, 0, 0, 1, 1, 0, 0, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3])
('B6CE765A8E7A2FE7', [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1])
('CE9D81FE183DF999', [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('171A312B7AD2394C', [3, 3, 1, 1, 1, 1, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 1, 1, 3, 1, 1, 3, 3, 3, 2, 1, 1, 1, 1, 3, 2, 3, 1, 3, 3, 1, 3, 3, 1, 1, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 1, 3, 1, 1, 3, 1])
('D22752FD82177146', [3, 3, 3, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 3, 1, 1, 5, 1, 1, 1, 3, 1, 3, 1, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1])
('B1A961E398E237C7', [0, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3])
('6E5ABA601EB9A85D', [1, 1, 1, 5, 1, 5, 1, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 5, 2, 4, 1, 1, 1, 1, 1, 1, 4, 5, 5, 5, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 1, 1, 5, 4, 5, 5, 1, 1, 1, 1, 1, 1])
('4D68BC331EFAE966', [3, 2, 0, 3, 2, 0, 3, 3, 0, 0, 0, 3, 0, 3, 2, 2, 3, 0, 2, 3, 3, 3, 3, 3, 0, 0, 2, 3, 0, 0, 2, 3, 3, 3, 0, 3, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 3, 3, 2, 0, 0, 0, 3, 3, 3, 3, 0, 3, 3, 0])
('D9309E0A3DC516A4', [1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('04AEF97CA58C362F', [4, 2, 4, 5, 5, 4, 5, 4, 4, 4, 4, 2, 5, 5, 4, 4, 2, 2, 2, 4, 4, 2, 2, 2, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 4, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 2, 4, 2, 5, 4, 4, 4, 4, 4, 4, 4, 4, 2, 5, 4])
('5E4389AE6B257119', [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('11C653C9EAF2C4CB', [6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1])
('66778E2B148E43F0', [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1])
('FF1E074A84283E2B', [5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 0, 0, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5])
('3BA76425065ED7CC', [1, 6, 3, 3, 3, 0, 3, 5, 6, 6, 6, 6, 3, 3, 6, 6, 3, 3, 6, 6, 6, 6, 6, 0, 3, 3, 6, 6, 3, 3, 3, 3, 6, 6, 2, 1, 3, 6, 6, 6, 6, 6, 3, 3, 3, 3, 6, 6, 3, 3, 5, 6, 3, 3, 2, 0, 6, 0, 3, 6, 3, 3, 3, 3])
